age,daily_social_media_hours,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,mental_health_risk_score,sleep_quality,digital_wellbeing_flag,total_screen_exposure,sleep_efficiency,high_social_media_usage,active_lifestyle,risk_category,sleep_quality_encoded,gender_male
15,3.5,4.5,2.7,2.47,1.4,low,1,5,10,16,Poor,Moderate,6.2,1.2162162162162162,0,1,medium,0,True
15,6.8,6.6,2.1,3.43,1.7,low,10,10,8,28,Fair,At Risk,8.9,2.129032258064516,1,1,high,1,True
14,7.0,5.2,1.4,3.27,1.7,medium,5,7,8,20,Poor,Moderate,8.4,2.166666666666667,1,1,medium,0,True
17,7.5,8.1,2.8,2.58,0.5,medium,2,2,3,7,Good,At Risk,10.3,2.1315789473684212,1,0,low,2,False
17,2.5,4.4,2.0,3.29,0.7,low,4,6,5,15,Poor,Moderate,4.5,1.4666666666666668,0,0,medium,0,False
15,6.5,5.4,2.1,3.44,1.8,low,7,3,6,16,Poor,At Risk,8.6,1.7419354838709677,1,1,medium,0,True
13,7.7,4.4,2.0,3.09,1.0,high,8,7,8,23,Poor,At Risk,9.7,1.4666666666666668,1,1,high,0,True
18,3.2,7.8,0.7,3.46,1.3,low,5,10,6,21,Fair,Healthy,3.9000000000000004,4.588235294117647,0,1,high,1,False
16,5.3,4.3,1.5,2.54,0.3,high,7,7,10,24,Poor,Moderate,6.8,1.72,1,0,high,0,False
14,5.0,5.2,0.5,3.55,0.4,low,10,6,8,24,Poor,Moderate,5.5,3.466666666666667,0,0,high,0,True
19,6.1,7.1,2.3,3.22,0.5,low,4,3,7,14,Fair,At Risk,8.399999999999999,2.1515151515151514,1,0,medium,1,True
17,4.2,7.3,2.6,3.2,0.2,high,7,1,3,11,Fair,Moderate,6.800000000000001,2.0277777777777777,0,0,low,1,True
15,4.7,8.2,2.3,3.35,0.6,low,6,2,5,13,Good,Moderate,7.0,2.484848484848485,0,0,low,2,True
18,1.6,5.8,0.6,3.63,1.1,high,6,9,7,22,Poor,Healthy,2.2,3.6249999999999996,0,1,high,0,True
14,1.7,6.5,2.7,2.06,0.1,medium,9,5,9,23,Fair,Moderate,4.4,1.7567567567567566,0,0,high,1,False
18,4.6,4.1,1.4,2.28,0.4,medium,4,10,10,24,Poor,Moderate,6.0,1.7083333333333333,0,0,high,0,True
13,2.5,6.8,2.8,2.77,0.5,low,2,6,10,18,Fair,Moderate,5.3,1.7894736842105263,0,0,medium,1,False
16,4.2,6.3,1.2,3.72,1.9,low,5,3,7,15,Fair,Moderate,5.4,2.8636363636363633,0,1,medium,1,False
19,1.2,4.8,1.7,2.16,0.6,medium,10,10,10,30,Poor,Healthy,2.9,1.7777777777777777,0,0,high,0,False
15,2.7,7.2,2.9,3.27,0.8,medium,5,2,9,16,Fair,Moderate,5.6,1.8461538461538463,0,0,medium,1,True
13,1.5,5.2,0.8,2.16,0.9,medium,10,6,8,24,Poor,Healthy,2.3,2.888888888888889,0,0,high,0,True
15,3.2,5.6,0.7,3.1,1.5,high,6,3,1,10,Poor,Healthy,3.9000000000000004,3.2941176470588234,0,1,low,0,True
19,7.3,7.4,1.5,2.84,1.0,medium,9,8,5,22,Fair,Moderate,8.8,2.96,1,1,high,1,False
16,2.0,8.2,1.0,3.15,0.9,medium,9,7,10,26,Good,Healthy,3.0,4.1,0,0,high,2,True
19,2.5,7.1,1.9,2.35,1.1,low,4,4,8,16,Fair,Healthy,4.4,2.4482758620689653,0,1,medium,1,True
16,7.7,4.7,2.9,2.17,1.2,medium,5,7,6,18,Poor,At Risk,10.6,1.2051282051282053,1,1,medium,0,False
19,3.9,7.9,2.1,3.52,0.6,high,3,2,4,9,Fair,Moderate,6.0,2.5483870967741935,0,0,low,1,False
16,3.5,6.1,2.7,3.83,0.1,medium,4,5,10,19,Fair,Moderate,6.2,1.6486486486486485,0,0,medium,1,False
17,4.9,6.4,2.5,2.64,1.9,medium,6,2,10,18,Fair,Moderate,7.4,1.8285714285714287,0,1,medium,1,True
14,3.4,5.8,3.0,3.32,0.6,medium,1,4,4,9,Poor,Moderate,6.4,1.45,0,0,low,0,True
18,2.5,4.6,2.2,2.05,0.7,medium,9,5,10,24,Poor,Moderate,4.7,1.4374999999999998,0,0,high,0,True
16,4.8,5.4,0.9,2.06,1.9,low,8,3,2,13,Poor,Moderate,5.7,2.842105263157895,0,1,low,0,True
19,7.4,6.1,1.1,2.15,1.6,high,4,4,1,9,Fair,Moderate,8.5,2.9047619047619047,1,1,low,1,True
16,2.1,4.8,1.3,2.29,1.8,high,6,9,2,17,Poor,Healthy,3.4000000000000004,2.0869565217391304,0,1,medium,0,False
19,2.1,6.8,2.2,2.33,1.0,medium,7,6,7,20,Fair,Moderate,4.300000000000001,2.125,0,1,medium,1,True
16,1.8,4.9,2.3,2.67,1.4,medium,3,8,6,17,Poor,Moderate,4.1,1.484848484848485,0,1,medium,0,True
18,6.8,5.4,0.9,2.64,0.3,high,9,1,8,18,Poor,Moderate,7.7,2.842105263157895,1,0,medium,0,True
18,7.9,4.1,2.8,3.25,1.4,high,4,2,4,10,Poor,At Risk,10.7,1.0789473684210527,1,1,low,0,True
15,7.6,6.0,2.9,2.72,1.8,high,1,9,6,16,Fair,At Risk,10.5,1.5384615384615385,1,1,medium,1,True
18,6.1,5.8,1.8,3.59,0.2,low,2,5,4,11,Poor,Moderate,7.8999999999999995,2.0714285714285716,1,0,low,0,True
16,1.4,5.7,1.8,2.0,1.4,low,4,8,7,19,Poor,Healthy,3.2,2.035714285714286,0,1,medium,0,False
19,6.3,5.7,1.4,2.03,1.1,low,4,6,1,11,Poor,Moderate,7.699999999999999,2.375,1,1,low,0,True
13,1.3,5.7,1.1,3.74,1.3,low,9,5,10,24,Poor,Healthy,2.4000000000000004,2.7142857142857144,0,1,high,0,True
17,5.1,5.1,2.9,3.99,0.6,medium,4,2,9,15,Poor,Moderate,8.0,1.3076923076923077,1,0,medium,0,True
19,4.0,8.2,1.4,3.63,1.3,low,5,3,10,18,Good,Moderate,5.4,3.4166666666666665,0,1,medium,2,False
17,7.6,7.3,1.9,3.05,1.1,medium,10,8,1,19,Fair,Moderate,9.5,2.5172413793103448,1,1,medium,1,False
19,3.8,7.4,2.6,2.25,0.5,low,7,4,8,19,Fair,Moderate,6.4,2.055555555555556,0,0,medium,1,True
17,5.2,4.7,2.4,2.77,1.3,high,9,6,9,24,Poor,Moderate,7.6,1.3823529411764708,1,1,high,0,True
13,5.0,8.6,0.7,2.99,1.5,low,3,8,3,14,Good,Moderate,5.7,5.0588235294117645,0,1,medium,2,True
19,7.4,8.3,1.4,3.64,0.4,low,6,9,6,21,Good,Moderate,8.8,3.458333333333334,1,0,high,2,False
16,6.1,6.8,0.8,2.61,0.9,low,10,10,4,24,Fair,Moderate,6.8999999999999995,3.7777777777777777,1,0,high,1,True
13,7.4,6.7,2.0,2.42,1.5,low,10,1,1,12,Fair,At Risk,9.4,2.2333333333333334,1,1,low,1,False
16,3.5,4.4,1.5,2.7,0.8,high,2,10,8,20,Poor,Healthy,5.0,1.7600000000000002,0,0,medium,0,True
14,5.1,6.3,1.6,2.7,0.1,medium,7,2,7,16,Fair,Moderate,6.699999999999999,2.423076923076923,1,0,medium,1,True
17,4.8,6.0,2.1,2.39,1.8,high,5,8,7,20,Fair,Moderate,6.9,1.9354838709677418,0,1,medium,1,True
14,7.5,7.6,2.8,3.1,0.7,medium,3,1,2,6,Fair,At Risk,10.3,2.0,1,0,low,1,True
19,4.7,8.7,2.0,3.23,1.7,low,4,10,3,17,Good,Moderate,6.7,2.9,0,1,medium,2,True
19,3.3,8.5,1.2,3.29,0.5,medium,6,2,9,17,Good,Healthy,4.5,3.8636363636363633,0,0,medium,2,True
16,6.9,5.8,0.6,3.65,0.5,high,10,8,10,28,Poor,Moderate,7.5,3.6249999999999996,1,0,high,0,False
15,5.4,4.2,1.5,2.72,0.4,high,1,6,5,12,Poor,Moderate,6.9,1.6800000000000002,1,0,low,0,True
13,5.2,7.7,2.7,2.84,0.8,high,2,5,5,12,Fair,Moderate,7.9,2.081081081081081,1,0,low,1,False
15,3.3,6.5,1.3,2.44,0.3,medium,7,6,7,20,Fair,Healthy,4.6,2.8260869565217392,0,0,medium,1,False
15,7.3,7.6,1.9,2.31,0.8,medium,8,7,5,20,Fair,Moderate,9.2,2.6206896551724137,1,0,medium,1,False
17,7.6,4.9,0.6,2.56,0.8,low,4,1,9,14,Poor,Moderate,8.2,3.0625,1,0,medium,0,True
17,1.7,7.0,0.8,3.39,0.9,high,7,7,10,24,Fair,Healthy,2.5,3.888888888888889,0,0,high,1,True
18,1.5,5.6,2.9,2.57,0.6,high,5,8,4,17,Poor,Moderate,4.4,1.435897435897436,0,0,medium,0,True
17,7.3,8.5,1.5,3.54,1.2,low,3,3,7,13,Good,Moderate,8.8,3.4,1,1,low,2,True
14,2.8,6.2,1.2,3.21,1.0,low,3,10,6,19,Fair,Healthy,4.0,2.818181818181818,0,1,medium,1,True
15,1.2,7.4,2.7,2.92,1.4,low,3,7,4,14,Fair,Moderate,3.9000000000000004,2.0,0,1,medium,1,True
16,2.5,8.9,1.2,3.33,1.5,high,4,4,10,18,Good,Healthy,3.7,4.045454545454545,0,1,medium,2,False
17,4.8,5.6,1.6,2.0,1.3,low,3,8,4,15,Poor,Moderate,6.4,2.1538461538461537,0,1,medium,0,True
18,6.4,4.2,1.1,2.68,0.3,high,10,9,4,23,Poor,Moderate,7.5,2.0,1,0,high,0,False
16,6.6,6.1,1.7,2.67,1.8,low,10,8,2,20,Fair,Moderate,8.299999999999999,2.259259259259259,1,1,medium,1,False
14,3.5,5.7,2.4,3.46,0.9,low,8,4,10,22,Poor,Moderate,5.9,1.6764705882352942,0,0,high,0,False
14,2.4,6.3,2.8,2.41,0.7,low,9,5,2,16,Fair,Moderate,5.199999999999999,1.6578947368421053,0,0,medium,1,False
13,5.9,4.3,0.8,3.41,1.1,medium,4,3,2,9,Poor,Moderate,6.7,2.388888888888889,1,1,low,0,True
19,7.4,5.0,2.0,2.68,1.2,low,1,6,8,15,Poor,At Risk,9.4,1.6666666666666667,1,1,medium,0,False
15,4.6,5.3,3.0,3.25,0.2,low,1,8,7,16,Poor,Moderate,7.6,1.325,0,0,medium,0,False
17,7.3,5.8,2.9,3.93,0.9,medium,6,2,9,17,Poor,At Risk,10.2,1.4871794871794872,1,0,medium,0,True
17,2.9,4.5,0.9,3.71,0.1,low,1,6,4,11,Poor,Healthy,3.8,2.368421052631579,0,0,low,0,False
19,5.3,8.4,0.6,3.08,0.4,medium,9,4,6,19,Good,Moderate,5.8999999999999995,5.25,1,0,medium,2,True
17,7.2,8.2,2.9,3.69,1.0,high,6,2,5,13,Good,At Risk,10.1,2.1025641025641026,1,1,low,2,False
15,2.6,7.9,1.8,3.91,0.5,medium,4,5,6,15,Fair,Healthy,4.4,2.8214285714285716,0,0,medium,1,False
15,3.6,4.8,1.0,3.71,1.1,medium,5,7,4,16,Poor,Healthy,4.6,2.4,0,1,medium,0,True
19,3.6,6.5,1.1,3.65,1.1,low,5,9,10,24,Fair,Healthy,4.7,3.095238095238095,0,1,high,1,True
15,1.8,5.5,1.6,3.29,1.3,medium,6,5,9,20,Poor,Healthy,3.4000000000000004,2.1153846153846154,0,1,medium,0,False
14,1.8,7.6,1.2,2.84,1.1,high,10,1,3,14,Fair,Healthy,3.0,3.454545454545454,0,1,medium,1,False
15,7.4,8.4,1.9,3.73,0.8,high,9,9,4,22,Good,Moderate,9.3,2.896551724137931,1,0,high,2,False
15,4.8,4.3,2.2,2.5,0.0,medium,4,1,4,9,Poor,Moderate,7.0,1.3437499999999998,0,0,low,0,True
18,2.4,6.8,1.0,2.86,1.5,high,9,10,8,27,Fair,Healthy,3.4,3.4,0,1,high,1,True
15,5.4,5.2,0.6,3.65,1.5,low,7,9,10,26,Poor,Moderate,6.0,3.25,1,1,high,0,True
17,3.5,8.5,2.2,2.11,1.3,medium,8,8,2,18,Good,Moderate,5.7,2.65625,0,1,medium,2,False
18,3.0,5.0,2.0,2.45,1.2,medium,1,10,7,18,Poor,Moderate,5.0,1.6666666666666667,0,1,medium,0,False
13,3.3,7.4,0.9,2.53,0.2,medium,4,10,6,20,Fair,Healthy,4.2,3.8947368421052637,0,0,medium,1,False
19,5.5,5.1,2.7,2.56,1.4,low,2,3,7,12,Poor,Moderate,8.2,1.3783783783783783,1,1,low,0,True
15,3.8,8.3,2.6,3.19,2.0,medium,1,2,2,5,Good,Moderate,6.4,2.305555555555556,0,1,low,2,True
17,5.7,8.7,2.0,3.14,1.7,low,1,9,8,18,Good,Moderate,7.7,2.9,1,1,medium,2,True
13,4.7,8.0,1.1,2.37,0.2,low,5,10,6,21,Good,Moderate,5.800000000000001,3.8095238095238093,0,0,high,2,False
17,4.0,6.7,0.6,2.51,1.5,high,9,8,5,22,Fair,Moderate,4.6,4.1875,0,1,high,1,False
16,5.3,6.8,0.7,3.9,1.5,low,5,8,3,16,Fair,Moderate,6.0,4.0,1,1,medium,1,True
17,3.8,4.7,1.2,3.7,1.4,high,2,2,5,9,Poor,Healthy,5.0,2.1363636363636362,0,1,low,0,True
16,6.0,4.1,2.4,2.61,1.1,high,1,6,3,10,Poor,At Risk,8.4,1.2058823529411764,1,1,low,0,False
15,2.2,4.5,1.3,2.63,1.7,low,10,2,6,18,Poor,Healthy,3.5,1.956521739130435,0,1,medium,0,True
18,4.3,8.4,2.1,2.69,0.2,low,1,10,8,19,Good,Moderate,6.4,2.709677419354839,0,0,medium,2,True
19,7.5,4.5,2.7,2.41,1.0,high,3,2,6,11,Poor,At Risk,10.2,1.2162162162162162,1,1,low,0,False
14,5.3,6.8,2.9,2.18,0.8,medium,10,1,6,17,Fair,Moderate,8.2,1.7435897435897436,1,0,medium,1,True
14,7.0,6.9,2.1,3.42,1.1,high,10,3,6,19,Fair,At Risk,9.1,2.2258064516129035,1,1,medium,1,False
16,2.1,4.6,2.0,2.55,1.8,high,5,4,4,13,Poor,Moderate,4.1,1.5333333333333332,0,1,low,0,False
18,7.3,7.3,2.8,3.3,0.4,low,1,8,1,10,Fair,At Risk,10.1,1.9210526315789473,1,0,low,1,False
17,2.6,6.5,1.5,3.8,0.2,high,8,6,1,15,Fair,Healthy,4.1,2.6,0,0,medium,1,False
17,5.4,4.9,1.5,3.4,0.0,medium,2,2,1,5,Poor,Moderate,6.9,1.9600000000000002,1,0,low,0,True
15,6.9,6.2,0.6,2.37,0.2,low,3,1,4,8,Fair,Moderate,7.5,3.875,1,0,low,1,True
19,3.0,5.5,2.1,3.08,0.7,low,9,3,5,17,Poor,Moderate,5.1,1.7741935483870968,0,0,medium,0,False
18,1.3,4.5,2.3,2.28,1.0,low,2,7,8,17,Poor,Moderate,3.5999999999999996,1.3636363636363638,0,1,medium,0,True
15,6.2,6.4,1.4,3.34,0.9,high,8,9,9,26,Fair,Moderate,7.6,2.666666666666667,1,0,high,1,True
15,3.6,5.5,1.2,2.49,1.9,low,1,4,9,14,Poor,Healthy,4.8,2.5,0,1,medium,0,True
18,6.5,6.7,2.5,2.98,0.1,high,9,7,7,23,Fair,At Risk,9.0,1.9142857142857144,1,0,high,1,False
17,5.3,6.6,0.6,3.04,0.1,high,3,7,1,11,Fair,Moderate,5.8999999999999995,4.124999999999999,1,0,low,1,False
16,4.6,5.3,1.3,3.76,0.5,medium,3,8,8,19,Poor,Moderate,5.8999999999999995,2.3043478260869565,0,0,medium,0,True
18,7.7,6.6,1.6,4.0,1.9,high,3,3,9,15,Fair,Moderate,9.3,2.5384615384615383,1,1,medium,1,True
19,7.1,8.4,1.8,2.93,1.3,medium,1,6,8,15,Good,Moderate,8.9,3.0000000000000004,1,1,medium,2,True
16,3.9,7.5,2.1,3.24,0.9,low,4,3,2,9,Fair,Moderate,6.0,2.4193548387096775,0,0,low,1,True
19,7.5,8.6,0.9,2.25,1.6,high,9,8,4,21,Good,Moderate,8.4,4.526315789473684,1,1,high,2,False
18,5.8,7.5,2.2,3.65,1.4,medium,4,4,8,16,Fair,Moderate,8.0,2.34375,1,1,medium,1,True
17,7.6,7.3,2.9,2.99,1.2,high,4,8,10,22,Fair,At Risk,10.5,1.8717948717948718,1,1,high,1,False
19,4.4,7.4,2.8,3.28,1.5,medium,7,5,4,16,Fair,Moderate,7.2,1.9473684210526319,0,1,medium,1,False
19,4.6,4.6,2.5,2.4,1.0,high,10,10,8,28,Poor,Moderate,7.1,1.3142857142857143,0,1,high,0,True
18,7.0,8.9,0.7,2.79,0.4,medium,2,10,8,20,Good,Moderate,7.7,5.235294117647059,1,0,medium,2,False
16,3.6,8.8,1.2,2.32,0.5,low,2,4,5,11,Good,Healthy,4.8,4.0,0,0,low,2,False
15,3.0,6.6,0.9,2.69,1.8,medium,1,2,2,5,Fair,Healthy,3.9,3.473684210526316,0,1,low,1,False
19,7.2,6.4,2.9,3.82,1.0,medium,5,4,5,14,Fair,At Risk,10.1,1.6410256410256412,1,1,medium,1,False
15,5.6,5.9,2.0,2.97,0.6,low,9,3,3,15,Poor,Moderate,7.6,1.9666666666666668,1,0,medium,0,False
14,2.0,4.7,1.1,2.51,0.0,high,2,9,4,15,Poor,Healthy,3.1,2.238095238095238,0,0,medium,0,False
14,4.4,5.1,2.8,2.22,0.5,high,5,4,1,10,Poor,Moderate,7.2,1.3421052631578947,0,0,low,0,False
13,3.5,5.8,1.2,2.44,1.5,medium,4,1,8,13,Poor,Healthy,4.7,2.6363636363636362,0,1,low,0,True
13,6.5,6.5,1.5,2.05,0.5,low,3,9,4,16,Fair,Moderate,8.0,2.6,1,0,medium,1,True
14,4.4,8.8,2.3,2.73,0.3,medium,9,2,2,13,Good,Moderate,6.7,2.666666666666667,0,0,low,2,True
17,3.1,4.2,0.8,2.28,1.6,medium,4,9,6,19,Poor,Healthy,3.9000000000000004,2.3333333333333335,0,1,medium,0,False
15,7.8,4.2,2.1,3.42,0.0,low,10,7,9,26,Poor,At Risk,9.9,1.3548387096774195,1,0,high,0,True
19,2.1,4.4,2.2,2.47,0.7,high,9,5,6,20,Poor,Moderate,4.300000000000001,1.375,0,0,medium,0,False
14,5.5,5.7,2.3,3.05,1.3,medium,7,8,5,20,Poor,Moderate,7.8,1.7272727272727275,1,1,medium,0,False
15,5.7,7.2,2.4,2.18,1.6,medium,5,1,7,13,Fair,Moderate,8.1,2.1176470588235294,1,1,low,1,False
15,5.0,6.3,1.5,2.67,1.1,high,6,2,5,13,Fair,Moderate,6.5,2.52,0,1,low,1,False
16,7.5,4.0,0.5,3.72,1.1,medium,4,5,7,16,Poor,Moderate,8.0,2.6666666666666665,1,1,medium,0,False
17,2.2,7.1,1.1,2.5,1.5,low,2,1,2,5,Fair,Healthy,3.3000000000000003,3.3809523809523805,0,1,low,1,True
15,7.3,4.1,2.1,2.87,0.4,low,10,10,1,21,Poor,At Risk,9.4,1.3225806451612903,1,0,high,0,False
17,2.7,7.5,1.5,3.23,1.4,low,5,7,3,15,Fair,Healthy,4.2,3.0,0,1,medium,1,True
18,1.6,8.6,2.6,3.53,0.1,medium,8,8,10,26,Good,Moderate,4.2,2.388888888888889,0,0,high,2,True
14,4.0,4.9,2.7,2.3,0.5,high,7,8,6,21,Poor,Moderate,6.7,1.3243243243243243,0,0,high,0,True
18,6.3,4.7,2.4,2.3,0.9,medium,6,1,6,13,Poor,At Risk,8.7,1.3823529411764708,1,0,low,0,False
16,6.8,7.1,2.9,3.26,0.6,low,6,10,4,20,Fair,At Risk,9.7,1.8205128205128205,1,0,medium,1,False
18,6.6,8.1,2.0,3.59,1.6,low,9,4,3,16,Good,At Risk,8.6,2.6999999999999997,1,1,medium,2,False
13,4.0,4.2,0.9,2.75,1.0,high,5,4,8,17,Poor,Moderate,4.9,2.210526315789474,0,1,medium,0,True
13,1.6,5.0,2.7,2.31,1.9,low,8,9,5,22,Poor,Moderate,4.300000000000001,1.3513513513513513,0,1,high,0,True
18,5.3,8.2,1.9,3.87,1.9,low,2,9,8,19,Good,Moderate,7.199999999999999,2.8275862068965516,1,1,medium,2,True
19,7.4,4.4,1.4,3.78,1.1,low,9,7,5,21,Poor,Moderate,8.8,1.8333333333333335,1,1,high,0,False
18,2.3,8.7,0.6,2.76,1.9,high,4,8,7,19,Good,Healthy,2.9,5.437499999999999,0,1,medium,2,False
16,7.6,6.1,0.8,3.09,1.3,low,8,4,4,16,Fair,Moderate,8.4,3.3888888888888884,1,1,medium,1,True
16,7.6,7.6,2.4,2.24,1.1,medium,1,5,5,11,Fair,At Risk,10.0,2.235294117647059,1,1,low,1,False
17,3.4,4.7,0.5,2.91,2.0,high,2,8,1,11,Poor,Healthy,3.9,3.1333333333333333,0,1,low,0,False
18,2.3,4.2,0.9,3.84,1.3,high,6,6,10,22,Poor,Healthy,3.1999999999999997,2.210526315789474,0,1,high,0,False
18,5.0,4.3,1.1,2.22,0.1,high,7,2,2,11,Poor,Moderate,6.1,2.0476190476190474,0,0,low,0,True
15,3.8,7.1,0.5,3.08,0.2,medium,2,9,7,18,Fair,Healthy,4.3,4.733333333333333,0,0,medium,1,True
16,3.7,7.6,1.2,3.2,1.0,medium,4,8,6,18,Fair,Healthy,4.9,3.454545454545454,0,1,medium,1,True
13,1.4,8.6,2.4,3.31,0.7,low,2,6,2,10,Good,Moderate,3.8,2.5294117647058822,0,0,low,2,True
18,1.8,4.9,2.7,2.12,0.2,low,1,3,8,12,Poor,Moderate,4.5,1.3243243243243243,0,0,low,0,True
19,1.5,5.8,1.1,3.29,1.7,high,6,4,2,12,Poor,Healthy,2.6,2.761904761904762,0,1,low,0,True
18,5.5,5.5,1.8,2.24,0.0,high,3,4,10,17,Poor,Moderate,7.3,1.9642857142857144,1,0,medium,0,False
15,4.9,5.2,0.7,2.55,0.1,low,10,6,4,20,Poor,Moderate,5.6000000000000005,3.058823529411765,0,0,medium,0,True
14,7.2,7.0,2.3,3.74,0.7,low,8,4,7,19,Fair,At Risk,9.5,2.121212121212121,1,0,medium,1,False
16,6.8,7.2,1.1,2.29,1.9,low,8,5,9,22,Fair,Moderate,7.9,3.4285714285714284,1,1,high,1,False
13,2.2,7.7,2.1,2.33,1.7,low,2,8,7,17,Fair,Moderate,4.300000000000001,2.4838709677419355,0,1,medium,1,False
16,5.9,7.0,0.8,2.29,1.6,low,6,8,1,15,Fair,Moderate,6.7,3.888888888888889,1,1,medium,1,False
15,2.2,7.5,1.4,3.19,1.8,low,6,1,7,14,Fair,Healthy,3.6,3.125,0,1,medium,1,False
19,2.4,4.2,1.2,3.87,1.3,low,1,9,5,15,Poor,Healthy,3.5999999999999996,1.909090909090909,0,1,medium,0,False
15,4.1,7.6,1.0,2.17,1.1,low,4,5,1,10,Fair,Moderate,5.1,3.8,0,1,low,1,True
18,4.5,7.0,2.7,2.89,1.8,high,1,1,2,4,Fair,Moderate,7.2,1.8918918918918919,0,1,low,1,False
14,4.6,5.9,1.4,2.15,0.3,high,3,10,2,15,Poor,Moderate,6.0,2.4583333333333335,0,0,medium,0,False
17,4.5,6.1,2.8,3.38,1.2,low,10,4,2,16,Fair,Moderate,7.3,1.6052631578947367,0,1,medium,1,False
13,5.0,5.2,2.6,2.04,1.7,medium,4,4,5,13,Poor,Moderate,7.6,1.4444444444444444,0,1,low,0,True
19,4.1,6.4,1.4,2.26,1.6,high,2,3,6,11,Fair,Moderate,5.5,2.666666666666667,0,1,low,1,False
18,7.5,7.6,1.8,3.19,1.7,high,2,6,6,14,Fair,Moderate,9.3,2.7142857142857144,1,1,medium,1,True
18,4.2,5.5,1.8,3.83,1.9,low,3,8,8,19,Poor,Moderate,6.0,1.9642857142857144,0,1,medium,0,True
14,7.2,5.0,2.9,3.76,0.4,medium,7,4,2,13,Poor,At Risk,10.1,1.2820512820512822,1,0,low,0,False
13,4.8,6.0,0.6,2.41,0.0,high,3,6,9,18,Fair,Moderate,5.3999999999999995,3.75,0,0,medium,1,True
17,7.3,6.7,1.0,3.41,1.7,medium,6,5,2,13,Fair,Moderate,8.3,3.35,1,1,low,1,False
13,3.9,4.5,1.6,2.02,0.6,high,6,6,5,17,Poor,Healthy,5.5,1.7307692307692306,0,0,medium,0,True
15,5.5,4.0,2.4,3.01,0.9,low,10,3,2,15,Poor,Moderate,7.9,1.1764705882352942,1,0,medium,0,False
15,7.5,6.3,2.8,3.04,1.8,low,1,5,8,14,Fair,At Risk,10.3,1.6578947368421053,1,1,medium,1,True
17,1.8,6.9,2.7,2.53,1.7,high,2,2,7,11,Fair,Moderate,4.5,1.864864864864865,0,1,low,1,True
16,2.6,5.1,0.9,2.57,1.4,medium,8,5,8,21,Poor,Healthy,3.5,2.6842105263157894,0,1,high,0,True
17,5.5,6.0,2.8,3.4,0.0,medium,2,3,8,13,Fair,Moderate,8.3,1.5789473684210527,1,0,low,1,False
15,3.6,7.1,0.9,2.84,0.3,low,1,9,4,14,Fair,Healthy,4.5,3.736842105263158,0,0,medium,1,False
19,7.6,5.4,1.9,2.56,1.4,low,2,7,9,18,Poor,Moderate,9.5,1.8620689655172415,1,1,medium,0,False
13,7.9,7.1,0.7,2.8,0.3,medium,6,8,8,22,Fair,Moderate,8.6,4.176470588235294,1,0,high,1,True
15,2.6,6.8,1.7,2.06,0.4,medium,8,6,6,20,Fair,Healthy,4.3,2.518518518518518,0,0,medium,1,True
19,5.7,6.4,0.9,3.57,1.5,high,3,7,2,12,Fair,Moderate,6.6000000000000005,3.368421052631579,1,1,low,1,True
13,7.1,5.7,1.2,3.83,2.0,medium,2,8,7,17,Poor,Moderate,8.299999999999999,2.590909090909091,1,1,medium,0,False
13,1.3,8.7,0.9,4.0,0.1,low,10,9,9,28,Good,Healthy,2.2,4.578947368421052,0,0,high,2,False
13,1.1,6.7,2.0,3.63,0.2,medium,3,10,5,18,Fair,Moderate,3.1,2.2333333333333334,0,0,medium,1,False
13,3.3,9.0,0.7,2.49,0.6,medium,3,6,4,13,Good,Healthy,4.0,5.294117647058823,0,0,low,2,False
16,7.4,7.2,1.8,2.11,1.4,medium,3,7,3,13,Fair,Moderate,9.200000000000001,2.5714285714285716,1,1,low,1,True
13,5.8,8.3,2.8,2.63,0.6,high,5,3,7,15,Good,Moderate,8.6,2.18421052631579,1,0,medium,2,True
18,4.6,6.8,1.5,2.4,1.4,medium,5,10,2,17,Fair,Moderate,6.1,2.7199999999999998,0,1,medium,1,False
18,2.5,7.1,1.6,3.97,0.7,medium,10,7,3,20,Fair,Healthy,4.1,2.7307692307692304,0,0,medium,1,False
18,4.0,8.0,2.0,3.04,1.4,high,3,1,8,12,Good,Moderate,6.0,2.6666666666666665,0,1,low,2,True
17,6.6,8.0,1.9,2.86,0.4,medium,4,8,5,17,Good,Moderate,8.5,2.7586206896551726,1,0,medium,2,False
14,2.9,5.8,1.6,3.34,1.1,medium,6,10,3,19,Poor,Healthy,4.5,2.230769230769231,0,1,medium,0,False
14,7.2,5.7,2.7,2.76,0.4,low,7,3,7,17,Poor,At Risk,9.9,1.5405405405405406,1,0,medium,0,True
13,2.9,5.3,1.0,3.89,1.7,high,9,2,4,15,Poor,Healthy,3.9,2.65,0,1,medium,0,False
15,7.3,5.7,2.9,3.48,1.8,medium,2,7,8,17,Poor,At Risk,10.2,1.4615384615384617,1,1,medium,0,False
16,3.7,9.0,1.5,3.37,1.9,low,4,3,1,8,Good,Healthy,5.2,3.6,0,1,low,2,False
16,7.0,4.8,1.7,2.9,0.3,low,4,1,8,13,Poor,Moderate,8.7,1.7777777777777777,1,0,low,0,True
15,4.0,8.4,2.3,2.52,0.9,low,4,5,3,12,Good,Moderate,6.3,2.545454545454546,0,0,low,2,True
16,2.7,7.5,2.8,3.53,0.9,medium,3,1,5,9,Fair,Moderate,5.5,1.973684210526316,0,0,low,1,True
